Altitude_yours,Latitude,Longitude,B_r_yours,B_phi_yours,B_theta_yours,B_magnitude_yours,Altitude_ref,B_r_ref,B_phi_ref,B_theta_ref,B_magnitude_ref,B_r_error_percent,B_phi_error_percent,B_theta_error_percent,B_magnitude_error_percent,angular_error_deg
400.0,-84.9,-119.9,43089.8,12577.97,-3059.72,44992.21,400.0,43418.72740892441,12681.690209503293,-3075.382703865518,45337.2819559745,-0.7575703585840189,-0.8178737044496528,-0.509292838443538,-0.7611218429670867,0.01360615388123982
400.0,-84.9,-109.9,42483.69,12170.37,-5145.02,44491.05,400.0,42802.37737359361,12279.387473275332,-5178.102382044449,44829.00411373516,-0.7445553101221425,-0.8878087242754995,-0.6388900721462105,-0.7538737931311963,0.023103155046660585
400.0,-84.9,-99.9,41884.43,11416.65,-7122.92,43992.97,400.0,42192.50189773205,11527.65405770691,-7173.998058345572,44323.36034875329,-0.7301579282469852,-0.9629371002220319,-0.7119887394749449,-0.7454090713196141,0.0338608858733668
400.0,-84.9,-89.9,41308.44,10340.73,-8939.82,43511.36,400.0,41605.82272961253,10450.358637248006,-9008.874869976138,43833.940127234,-0.7147622859068515,-1.049041865962945,-0.7665204697900454,-0.7359140572297699,0.04476816824567636
400.0,-84.9,-79.9,40771.46,8974.98,-10547.35,43059.36,400.0,41058.39652473058,9079.935361360545,-10633.727237662883,43374.10870915398,-0.6988498066595308,-1.155904278869439,-0.8122950281905714,-0.7256603501977062,0.05537995027865647
400.0,-84.9,-69.9,40288.15,7358.83,-11903.73,42649.57,400.0,40565.19245360508,7456.064075479494,-12006.24789711734,42956.69585597464,-0.6829560932613218,-1.3040938824448212,-0.8538712343425385,-0.714966199924628,0.06548630887513653
400.0,-84.9,-59.9,39871.79,5537.13,-12974.76,42293.78,400.0,40139.74523428255,5623.923809937645,-13091.781341361375,42593.68973431522,-0.6675558918438103,-1.5432963331451583,-0.8938534666146963,-0.7041177606024697,0.07493565095871625
400.0,-84.9,-49.9,39533.96,3558.34,-13734.0,42002.6,400.0,39793.91136218342,3632.373035508791,-13863.554431051685,42295.953196885566,-0.6532440599203173,-2.038145168050476,-0.9344965008505202,-0.6935727290978009,0.08362821988855026
400.0,-84.9,-39.9,39284.53,1473.1,-14162.36,41785.36,400.0,39537.71831792068,1532.4669009717554,-14302.258696612615,42072.96315229824,-0.6403715962686675,-3.8739434394380887,-0.9781580628642104,-0.6835818795485225,0.09154448028499483
400.0,-84.9,-29.9,39131.33,-666.54,-14247.38,41649.65,400.0,39379.259871793634,-623.3832330944119,-14395.29880504522,41932.55706956226,-0.6295950523214849,6.922991286012324,-1.0275493898978958,-0.6746716378229471,0.0986140635156552
400.0,-84.9,-19.9,39080.3,-2807.28,-13982.67,41601.27,400.0,39324.57114773303,-2781.539950020472,-14136.160796567536,41880.662632211184,-0.621166717407704,0.9253884697697267,-1.0858025653245642,-0.6671160737468883,0.10481357469644956
400.0,-84.9,-9.9,39135.06,-4894.19,-13367.84,41643.79,400.0,39377.42422840045,-4886.776216372996,-13524.330438148718,41920.99276558898,-0.6154903047864941,0.15171113426811192,-1.1571030363713808,-0.6612504792980931,0.11006935095556995
400.0,-84.9,0.1,39296.7,-6870.38,-12409.25,41778.25,400.0,39539.01771315514,-6881.861748307645,-12566.007906248396,42054.708387336526,-0.6128571906188751,-0.16684072897088434,-1.2474757887940626,-0.6573779677420691,0.11431442553625318
400.0,-84.9,10.1,39563.38,-8677.07,-11121.46,42002.85,400.0,39807.581088675535,-8707.630402191508,-11275.581396363761,42280.078940071435,-0.6134537241324826,-0.35096117749573386,-1.3668598624410113,-0.6556963634443201,0.11747821211299461
400.0,-84.9,20.1,39929.93,-10254.64,-9529.11,42312.66,400.0,40177.9613958188,-10303.977437750851,-9677.533119655749,42592.196236442396,-0.6173319581232162,-0.4788193496046808,-1.5336875402088852,-0.6563085756146525,0.11950835916200485
400.0,-84.9,30.1,40387.54,-11544.81,-7668.69,42699.47,400.0,40641.2908697016,-11612.010903733419,-7808.246904976131,42982.810988966085,-0.6243671504311767,-0.5787189169088119,-1.7873013837099994,-0.659196042433843,0.12036748443077372
400.0,-84.9,40.1,40923.56,-12493.81,-5589.55,43151.79,400.0,41184.841100402045,-12577.283683173488,-5717.124864755816,43440.35817107862,-0.6344108497713667,-0.6636860969047181,-2.2314514336090956,-0.6642858927225337,0.12008080179541901
400.0,-84.9,50.1,41521.8,-13056.37,-3353.84,43655.2,400.0,41792.15055746075,-13153.746235609291,-3466.5124025058667,43950.21725185212,-0.6468931458529236,-0.740292794654022,-3.2503100933496767,-0.6712532276269666,0.11869669976325796
400.0,-84.9,60.1,42162.75,-13199.61,-1034.84,44192.74,400.0,42443.47355380498,-13307.857209916792,-1130.1440499394812,44495.2215008049,-0.6614057010416685,-0.8134082610694657,-8.432911711085394,-0.6798067086809148,0.11635727714266869
400.0,-84.9,70.1,42824.51,-12906.77,1285.96,44745.7,400.0,43116.54940637394,-13022.211752940828,1209.902326456229,45056.39461042438,-0.6773255522408862,-0.8864988154931287,6.286265583647718,-0.6895682912731331,0.11315384466279854
400.0,-84.9,80.1,43483.82,-12179.54,3523.23,45294.56,400.0,43787.64093564364,-12298.101182243954,3467.4842213360603,45613.86015481237,-0.6938508884051986,-0.9640608780738633,1.6076721653389463,-0.7000068701238501,0.10929095976867678
400.0,-84.9,90.1,44117.07,-11039.15,5592.67,45819.82,400.0,44432.750094766016,-11156.578904237904,5557.433887336617,46147.845076910504,-0.7104671533783852,-1.0525529846187702,0.6340356606611834,-0.7108134223034985,0.10491623996302721
400.0,-84.9,100.1,44701.75,-9525.75,7416.19,46303.2,400.0,45028.89135425636,-9637.83596066699,7400.763530251843,46639.68524152853,-0.7265143431638972,-1.1629785060092708,0.20844430017387347,-0.721456930478863,0.10016189853506227
400.0,-84.9,110.1,45217.48,-7696.09,8926.56,46728.3,400.0,45555.29398157466,-7798.941126889743,8929.421905314506,47072.74017955079,-0.741547144249112,-1.3187832196235634,-0.032050286623855714,-0.7317189911549237,0.09513189894444066
400.0,-84.9,120.1,45647.13,-5619.99,10071.14,47081.55,400.0,45994.41394511705,-5710.233313189655,10090.067652283416,47433.13550539849,-0.7550567891384563,-1.5803787383119452,-0.1875869710262414,-0.7412234119721439,0.08989930060732958
400.0,-84.9,130.1,45977.38,-3375.95,10814.23,47352.55,400.0,46332.66385946399,-3450.8316744735585,10846.486349669862,47710.27400563955,-0.7668107763923006,-2.1699602164739664,-0.2973898516992461,-0.7497840100378828,0.08445441767019915
400.0,-84.9,140.1,46199.19,-1046.34,11137.98,47534.36,400.0,46560.81112358323,-1103.8233520621498,11180.492345046949,47897.087255450126,-0.7766641406297755,-5.2076586307727695,-0.3802367886400141,-0.757305456834123,0.07878011683485622
400.0,-84.9,150.1,46307.93,1287.05,11041.85,47623.55,400.0,46674.042932571414,1248.3139793164519,11091.383915821689,47990.03405531845,-0.7844037275715027,3.103067122965252,-0.44659815400519187,-0.763667004061716,0.07278801914304656
400.0,-84.9,160.1,46303.04,3546.89,10540.89,47619.98,400.0,46671.742885828724,3527.593218595002,10594.219398190058,47988.883947991206,-0.7899916802564385,0.547023996510677,-0.5033820443549594,-0.768727917054726,0.06637225395597243
400.0,-84.9,170.1,46187.65,5663.14,9663.35,47526.31,400.0,46557.05845247152,5663.4066588069945,9717.31736600525,47896.347705451786,-0.7934531620992292,-0.0047084524043409055,-0.5553730929283843,-0.7725802136885461,0.05944163987414672
400.0,-79.9,-179.9,48349.64,7838.52,5680.38,49309.2,400.0,48741.41954609867,7859.429130611882,5654.559344285515,49693.7686939315,-0.8037918258169109,-0.2660387957497089,0.45663426877956853,-0.7738770957382999,0.09473465875067658
400.0,-79.9,-169.9,47694.77,9355.14,4146.48,48780.15,400.0,48080.38562595271,9391.331618628523,4116.287341929494,49161.61523986678,-0.8020227394860281,-0.38537259781918687,0.7334924790831802,-0.775941225701291,0.08601771467464872
400.0,-79.9,-159.9,46897.36,10571.89,2432.26,48135.67,400.0,47274.222208203035,10622.576749921578,2396.3501801031566,48512.20172682551,-0.7971833075185761,-0.4771605902678262,1.4985213845205954,-0.7761588083463564,0.07601924454612718
400.0,-79.9,-149.9,45980.76,11472.95,585.93,47394.12,400.0,46346.44594960935,11537.273947090354,542.8105543157183,47763.965346149256,-0.7890269515098127,-0.5575315918243912,7.9437375234236605,-0.7743187640912034,0.0652308949623831
400.0,-79.9,-139.9,44968.75,12046.57,-1346.62,46573.84,400.0,45321.004855808416,12123.368325901327,-1398.6376262581155,46935.335600326354,-0.7772441430394956,-0.6334735020567606,-3.719163940790181,-0.7701992447750693,0.0548256991601176
400.0,-79.9,-129.9,43886.32,12283.68,-3319.51,45693.73,400.0,44223.050785004845,12371.278829933057,-3382.2665706869248,46045.26563911054,-0.7614372573296644,-0.7080822535589926,-1.8554590353940945,-0.7634566425694499,0.04711561127178949
400.0,-79.9,-119.9,42760.32,12178.74,-5284.54,44773.8,400.0,43079.76293604618,12274.788540347232,-5359.776257372941,45113.895973028935,-0.7415150740741243,-0.7824863135647555,-1.4037201136790953,-0.7538607909905557,0.04531253076745408
400.0,-79.9,-109.9,41619.94,11732.51,-7189.85,43835.66,400.0,41920.721092922846,11833.951982311097,-7278.959415695856,44163.022163860325,-0.7174998069716461,-0.8572113733664618,-1.2242054201278507,-0.7412585185988702,0.051013066412430565
400.0,-79.9,-99.9,40496.02,10955.71,-8980.94,42902.36,400.0,40777.44836231048,11058.934246518022,-9084.659936523227,43216.100793245765,-0.6901568725192783,-0.933401394899543,-1.1417041171374964,-0.725981260425973,0.0621531009195362
400.0,-79.9,-89.9,39420.03,9871.93,-10604.17,41998.12,400.0,39682.03637334384,9973.071499446916,-10722.331144308022,42297.68966547301,-0.6602644352189669,-1.0141459374128128,-1.1020098401899112,-0.7082412014515768,0.07566124789364338
400.0,-79.9,-79.9,38421.9,8518.06,-12011.85,41147.11,400.0,38665.15251313875,8613.437845216837,-12143.371789492518,41432.43667460962,-0.6291259631165108,-1.1073144884861719,-1.0830747157582796,-0.6886553085217695,0.08942369631316835
400.0,-79.9,-69.9,37528.25,6941.53,-13167.41,40372.46,400.0,37754.04724858633,7028.0135436041655,-13310.421858043579,40643.921907914555,-0.5980742861807569,-1.2305545950871144,-1.0744352024962767,-0.6679028380420502,0.10220757422757368
400.0,-79.9,-59.9,36761.11,5194.61,-14048.3,39695.32,400.0,36971.25762366863,5269.951594864648,-14200.491253572012,39953.72613324904,-0.5684081017955259,-1.4296449124516677,-1.0717323144277182,-0.6467635393685987,0.11349867661639729
400.0,-79.9,-49.9,36137.84,3327.97,-14645.41,39134.48,400.0,36334.46242344143,3390.816695107691,-14804.462336928182,39380.9967185421,-0.5411458167455389,-1.8534382940359795,-1.0743540245392258,-0.62597887073291,0.12326636326808055
400.0,-79.9,-39.9,35672.1,1385.61,-14959.03,38706.47,400.0,35857.467897838666,1435.3159918098513,-15122.941156855959,38942.54081688306,-0.5169575787303157,-3.4630696023371828,-1.0838576646953988,-0.6062029131409807,0.13176382731847391
400.0,-79.9,-29.9,35375.32,-596.74,-14992.67,38425.89,400.0,35551.80685796603,-560.4238672666083,-15159.979792656903,38653.20210656406,-0.49642162681384866,6.480118862624231,-1.1036280717072133,-0.5880809200163444,0.139393155710634
400.0,-79.9,-19.9,35258.04,-2589.02,-14747.33,38305.56,400.0,35428.15380135875,-2566.3601054332576,-14917.116521519862,38526.10350502748,-0.4801655833170275,0.8829584951374913,-1.138199338155754,-0.5724521427366845,0.14644901023718515
400.0,-79.9,-9.9,35330.38,-4561.24,-14218.5,38356.3,400.0,35496.81760299327,-4552.790070418121,-14390.080568025418,38572.35248360843,-0.4688803510634729,0.18559892837542252,-1.1923530741493407,-0.5601226518404406,0.1529117180034426
400.0,-79.9,0.1,35601.23,-6476.87,-13396.87,38585.92,400.0,35766.92406538299,-6483.527680081124,-13569.507067072505,38800.0065762956,-0.46326059540399467,-0.10268607476726543,-1.2722427293724046,-0.5517694330144662,0.15859735214289236
400.0,-79.9,10.1,36076.19,-8287.6,-12273.06,38997.48,400.0,36244.374443455985,-8310.504974766154,-12445.600462454084,39212.39781757927,-0.4640290970350812,-0.27561471698413054,-1.3863570743300393,-0.5480863949689908,0.16311107304205358
400.0,-79.9,20.1,36754.8,-9931.63,-10844.79,39587.4,400.0,36929.07715036985,-9971.794176648536,-11015.418715433265,39806.19132441243,-0.4719239250420871,-0.40277783453043753,-1.5489989063620697,-0.5496414430341331,0.16601093420631308
400.0,-79.9,30.1,37628.01,-11336.06,-9124.51,40343.9,400.0,37812.17571871354,-11393.979297418518,-9290.698588471654,40569.699001529465,-0.487054011606082,-0.5083324789930188,-1.7887631041853918,-0.5565705614945553,0.16699501627489155
400.0,-79.9,40.1,38676.2,-12423.36,-7145.38,41246.14,400.0,38873.99921211237,-12498.568800433772,-7304.048485037884,41481.93776903719,-0.508821361633266,-0.6017393001922022,-2.1723361415646636,-0.5684347976945164,0.16598911445345965
400.0,-79.9,50.1,39868.32,-13120.27,-4963.98,42264.24,400.0,40083.27476219054,-13211.099775738958,-5111.847846707603,42512.73998878078,-0.5362704605994361,-0.6875262262855538,-2.892649608161574,-0.5845306344553627,0.16313234585051742
400.0,-79.9,60.1,41162.8,-13367.53,-2659.09,43360.55,400.0,41397.84747570684,-13471.013191409664,-2793.093374792315,43623.976694305726,-0.5677770464871823,-0.7681915973154364,-4.797668993156337,-0.6038575899480253,0.15875420537117535
400.0,-79.9,70.1,42509.59,-13128.33,-326.66,44491.85,400.0,42766.85160052838,-13240.373681774414,-444.39992347137513,44771.738656731024,-0.6015443992262617,-0.8462274892486142,-26.49413675674474,-0.625145828883165,0.15332145686358087
400.0,-79.9,80.1,43853.45,-12394.24,1927.99,45612.05,400.0,44134.046621169655,-12509.942515023791,1827.8964679071387,45909.19230814417,-0.6357826726794292,-0.9248844659744735,5.475886290620389,-0.647239241652822,0.147345587234573
400.0,-79.9,90.1,45138.02,-11187.6,3999.46,46675.46,400.0,45441.89391990512,-11301.735414834264,3917.1999800303665,46989.779762182094,-0.6687087480128385,-1.0098928230478061,2.0999698863726586,-0.6689109073779117,0.14129588264022852
400.0,-79.9,100.1,46309.86,-9560.26,5791.72,47639.75,400.0,46635.87546401984,-9667.801259480191,5726.2531328159,47970.420432068946,-0.6990658174120973,-1.1123652275612994,1.14327581519098,-0.6893215216598099,0.13556607003327673
400.0,-79.9,110.1,47322.49,-7588.93,7226.26,48468.84,400.0,47668.51695491346,-7685.489682051793,7175.520755816056,48814.36631209037,-0.7259024971151196,-1.2563894565793567,0.7071158444189233,-0.707837340100421,0.13035434577992788
400.0,-79.9,120.1,48139.49,-5367.8,8248.05,49135.06,400.0,48502.58674060859,-5449.968842982974,8209.21736189004,49493.37663379315,-0.7486131462439917,-1.5076938116585565,0.47303703140123704,-0.7239688583876138,0.12571719131537776
400.0,-79.9,130.1,48736.31,-2999.66,8828.3,49620.21,400.0,49113.04111250946,-3065.1863602625936,8798.21565698568,49988.94651309439,-0.7670694055504285,-2.1377610546648813,0.3419368675105493,-0.7376360952071784,0.12150346165291333
400.0,-79.9,140.1,49100.83,-586.98,8964.1,49915.84,400.0,49487.49587850873,-634.7145691094647,8939.62687762119,50292.465038221635,-0.7813405621856238,-7.520635484456991,0.27375999819495234,-0.7488697122628774,0.11741253206765717
400.0,-79.9,150.1,49232.32,1775.84,8675.16,50022.33,400.0,49625.28320726306,1746.133581321736,8653.45345789083,50404.36461887768,-0.7918608859557089,1.7012683906907953,0.2508425360441111,-0.7579395589377064,0.11308586527888759
400.0,-79.9,160.1,49139.71,4007.96,7998.5,49947.48,400.0,49535.41826901912,3995.8887154113813,7977.20364909612,50332.50011445664,-0.798839058691488,0.30209261189036785,0.2669651151038755,-0.7649532877983376,0.10807337583761838
400.0,-79.9,170.1,48838.73,6044.88,6982.4,49704.29,400.0,49233.97494206935,6049.711427087861,6959.605590269904,50090.11286590864,-0.8027890141602533,-0.07986210823590635,0.32752444710321654,-0.7702575295477709,0.10205540492680312
400.0,-74.9,-179.9,49913.32,8026.41,2559.11,50619.29,400.0,50294.75353706063,8046.34669534143,2452.340830196943,50993.33195666621,-0.7583962744335974,-0.24777325780621393,4.35376553243958,-0.733511504963174,0.14865649766244565
400.0,-74.9,-169.9,48909.57,9373.38,1059.81,49810.94,400.0,49282.08200678517,9404.57550173625,951.010887026973,50180.415193565306,-0.7558771699902616,-0.3317055802305104,11.440364611718804,-0.736293616025485,0.14064731317165882
400.0,-74.9,-159.9,47733.94,10431.26,-551.59,48863.53,400.0,48094.95642246258,10473.663128214363,-662.267195367785,49226.62948486268,-0.7506326012470727,-0.4048548029021018,-16.711864356548904,-0.7376078530307133,0.1308128616935898
400.0,-74.9,-149.9,46414.58,11201.91,-2239.79,47799.71,400.0,46761.48468167617,11255.742836566487,-2352.719358048704,48154.579063836594,-0.7418598533337553,-0.4782699582616701,-4.799950221957856,-0.7369373188085799,0.11981047698434615
400.0,-74.9,-139.9,44976.65,11683.2,-3977.21,46639.19,400.0,45306.634340558834,11748.51939254443,-4093.437304868439,46983.774349821935,-0.7283355856416556,-0.555979782319463,-2.839357151756212,-0.7334113842287316,0.1089915689404511
