Altitude,Latitude,Longitude,B_r,B_phi,B_theta,B_magnitude
400.0,20.1,-99.9,-24637.44,1557.24,-22155.77,33170.87
400.0,20.1,-89.9,-25034.77,-274.43,-21830.69,33217.38
400.0,20.1,-79.9,-24356.51,-2392.98,-21603.04,32644.41
400.0,20.1,-69.9,-22546.58,-4336.94,-21657.76,31562.89
400.0,20.1,-59.9,-19871.01,-5683.99,-22127.08,30278.24
400.0,20.1,-49.9,-16802.73,-6155.11,-23010.58,29149.68
400.0,20.1,-39.9,-13924.53,-5698.81,-24135.85,28441.31
400.0,20.1,-29.9,-11733.29,-4527.17,-25257.85,28215.67
400.0,20.1,-19.9,-10506.31,-2986.66,-26212.64,28397.27
400.0,20.1,-9.9,-10281.32,-1467.45,-26965.34,28896.17
400.0,20.1,0.1,-10785.00,-275.41,-27555.84,29592.51
400.0,20.1,10.1,-11647.89,598.61,-28007.24,30338.70
400.0,20.1,20.1,-12814.36,1280.84,-28298.20,31090.77
400.0,20.1,30.1,-14321.65,1609.90,-28477.75,31916.82
400.0,20.1,40.1,-15828.67,1392.30,-28728.13,32829.73
400.0,20.1,50.1,-16904.00,848.92,-29210.42,33759.66
400.0,20.1,60.1,-17532.73,362.06,-29917.25,34678.08
400.0,20.1,70.1,-17939.26,36.20,-30722.04,35576.14
400.0,20.1,80.1,-18202.42,-205.95,-31468.06,36353.94
400.0,20.1,90.1,-18323.64,-401.84,-31969.09,36850.24
400.0,20.1,100.1,-18326.63,-672.80,-32058.58,36933.33
400.0,20.1,110.1,-18004.61,-1192.43,-31732.28,36503.77
400.0,20.1,120.1,-17001.21,-1752.47,-31130.35,35513.53
400.0,20.1,130.1,-15423.93,-1798.82,-30329.48,34073.61
400.0,20.1,140.1,-13916.99,-1088.33,-29303.11,32458.27
400.0,20.1,150.1,-13034.17,119.53,-28077.26,30955.39
400.0,20.1,160.1,-12952.22,1449.84,-26764.20,29768.85
400.0,20.1,170.1,-13609.29,2590.02,-25488.77,29010.32
400.0,25.1,-179.9,-18374.93,2883.46,-23493.12,29964.62
400.0,25.1,-169.9,-19371.22,3380.72,-22647.26,29992.86
400.0,25.1,-159.9,-20400.91,3690.41,-22116.79,30314.50
400.0,25.1,-149.9,-21526.36,3962.33,-21830.12,30913.40
400.0,25.1,-139.9,-22878.59,4148.87,-21681.42,31791.93
400.0,25.1,-129.9,-24446.83,4093.52,-21596.76,32875.89
400.0,25.1,-119.9,-26080.47,3682.16,-21511.98,34007.57
400.0,25.1,-109.9,-27585.87,2834.45,-21357.74,35002.39
400.0,25.1,-99.9,-28695.20,1457.36,-21117.91,35658.16
400.0,25.1,-89.9,-29026.04,-421.94,-20877.80,35757.12
400.0,25.1,-79.9,-28273.76,-2502.39,-20788.95,35183.06
400.0,25.1,-69.9,-26462.51,-4318.68,-20998.64,34056.69
400.0,25.1,-59.9,-23938.33,-5481.24,-21596.88,32703.41
400.0,25.1,-49.9,-21200.73,-5789.41,-22555.28,31491.73
400.0,25.1,-39.9,-18752.26,-5265.09,-23699.02,30675.92
400.0,25.1,-29.9,-16959.86,-4121.09,-24796.07,30322.69
400.0,25.1,-19.9,-16021.97,-2650.68,-25684.04,30387.49
400.0,25.1,-9.9,-15973.74,-1193.75,-26319.08,30810.38
400.0,25.1,0.1,-16589.16,-41.34,-26754.23,31480.00
400.0,25.1,10.1,-17526.05,786.83,-27049.06,32240.24
400.0,25.1,20.1,-18684.92,1408.79,-27201.13,33030.48
400.0,25.1,30.1,-20086.32,1728.46,-27247.50,33895.05
400.0,25.1,40.1,-21491.01,1598.13,-27361.24,34828.94
400.0,25.1,50.1,-22577.88,1181.14,-27713.29,35765.66
400.0,25.1,60.1,-23332.94,775.04,-28304.19,36689.97
400.0,25.1,70.1,-23925.30,454.21,-29006.02,37602.87
400.0,25.1,80.1,-24392.03,132.70,-29671.50,38410.76
400.0,25.1,90.1,-24667.46,-242.05,-30141.51,38949.37
400.0,25.1,100.1,-24676.43,-751.37,-30272.05,39062.61
400.0,25.1,110.1,-24196.30,-1471.02,-30054.22,38611.93
400.0,25.1,120.1,-22956.73,-2160.80,-29605.46,37525.51
400.0,25.1,130.1,-21101.65,-2319.81,-28982.71,35925.74
400.0,25.1,140.1,-19233.33,-1715.03,-28137.59,34126.03
400.0,25.1,150.1,-17910.24,-558.74,-27063.27,32457.81
400.0,25.1,160.1,-17369.53,791.00,-25845.65,31150.03
400.0,25.1,170.1,-17598.12,2014.84,-24606.73,30319.05
400.0,30.1,-179.9,-21910.51,2448.33,-22667.21,31620.68
400.0,30.1,-169.9,-22705.29,3139.87,-21831.95,31654.74
400.0,30.1,-159.9,-23700.23,3628.83,-21278.25,32056.72
400.0,30.1,-149.9,-24905.25,4017.32,-20947.22,32790.19
400.0,30.1,-139.9,-26382.07,4259.27,-20729.58,33821.16
400.0,30.1,-129.9,-28083.91,4212.63,-20544.50,35050.38
400.0,30.1,-119.9,-29836.59,3761.71,-20344.99,36308.28
400.0,30.1,-109.9,-31411.32,2834.84,-20103.65,37401.39
400.0,30.1,-99.9,-32521.95,1381.29,-19843.16,38122.64
400.0,30.1,-89.9,-32814.27,-522.99,-19662.93,38258.07
400.0,30.1,-79.9,-32038.92,-2554.94,-19697.27,37696.19
400.0,30.1,-69.9,-30275.51,-4253.19,-20046.97,36559.23
400.0,30.1,-59.9,-27919.47,-5258.45,-20742.22,35176.52
400.0,30.1,-49.9,-25479.73,-5435.31,-21715.94,33916.68
400.0,30.1,-39.9,-23391.73,-4864.47,-22800.70,33025.87
400.0,30.1,-29.9,-21923.14,-3759.30,-23799.12,32575.37
400.0,30.1,-19.9,-21206.52,-2371.66,-24569.09,32541.99
400.0,30.1,-9.9,-21263.49,-991.92,-25064.37,32883.77
400.0,30.1,0.1,-21911.83,117.50,-25340.12,33500.21
400.0,30.1,10.1,-22855.08,912.38,-25479.16,34239.96
400.0,30.1,20.1,-23965.86,1489.02,-25505.29,35029.98
400.0,30.1,30.1,-25241.71,1807.02,-25456.13,35894.62
400.0,30.1,40.1,-26533.73,1770.66,-25484.04,36832.19
400.0,30.1,50.1,-27631.81,1490.19,-25746.62,37797.18
400.0,30.1,60.1,-28522.06,1172.13,-26244.90,38777.26
400.0,30.1,70.1,-29306.55,858.43,-26853.52,39758.30
400.0,30.1,80.1,-29974.78,463.35,-27434.25,40636.68
400.0,30.1,90.1,-30407.76,-72.95,-27857.95,41239.57
400.0,30.1,100.1,-30452.00,-796.98,-28019.64,41389.12
400.0,30.1,110.1,-29872.12,-1698.71,-27923.19,40925.95
400.0,30.1,120.1,-28471.01,-2508.72,-27665.80,39777.99
400.0,30.1,130.1,-26422.85,-2776.43,-27279.92,38079.78
400.0,30.1,140.1,-24284.21,-2283.46,-26693.65,36159.20
400.0,30.1,150.1,-22601.25,-1198.27,-25862.32,34367.31
400.0,30.1,160.1,-21654.02,146.59,-24834.76,32949.71
400.0,30.1,170.1,-21476.50,1436.37,-23719.44,32029.91
400.0,35.1,-179.9,-25433.91,2021.70,-21850.43,33591.84
400.0,35.1,-169.9,-26033.27,2895.66,-21054.87,33606.89
400.0,35.1,-159.9,-26980.24,3559.69,-20467.71,34051.90
400.0,35.1,-149.9,-28243.11,4061.19,-20051.10,34874.25
400.0,35.1,-139.9,-29812.29,4347.08,-19711.17,36002.78
400.0,35.1,-129.9,-31595.26,4294.39,-19375.97,37311.27
400.0,35.1,-119.9,-33399.79,3800.89,-19020.19,38623.32
400.0,35.1,-109.9,-34985.13,2810.97,-18655.65,39747.89
400.0,35.1,-99.9,-36068.38,1310.25,-18341.33,40485.17
400.0,35.1,-89.9,-36331.63,-588.50,-18190.07,40635.12
400.0,35.1,-79.9,-35574.19,-2554.73,-18319.76,40095.67
400.0,35.1,-69.9,-33905.53,-4144.02,-18784.36,38982.17
400.0,35.1,-59.9,-31731.50,-5027.30,-19551.01,37608.56
400.0,35.1,-49.9,-29546.09,-5114.92,-20510.79,36329.41
400.0,35.1,-39.9,-27732.29,-4523.88,-21504.82,35383.64
400.0,35.1,-29.9,-26494.33,-3465.82,-22374.89,34851.07
400.0,35.1,-19.9,-25918.31,-2164.42,-23007.99,34724.79
400.0,35.1,-9.9,-26007.92,-866.97,-23364.42,34972.27
400.0,35.1,0.1,-26616.84,199.94,-23497.67,35505.44
400.0,35.1,10.1,-27502.52,976.44,-23501.65,36189.36
400.0,35.1,20.1,-28530.16,1532.26,-23425.72,36947.02
400.0,35.1,30.1,-29679.60,1867.52,-23314.70,37788.11
400.0,35.1,40.1,-30874.29,1932.86,-23291.96,38723.04
400.0,35.1,50.1,-31999.18,1791.79,-23483.78,39732.18
400.0,35.1,60.1,-33037.37,1562.41,-23887.45,40798.52
400.0,35.1,70.1,-34019.05,1252.58,-24389.62,41877.42
400.0,35.1,80.1,-34879.36,783.15,-24867.74,42843.76
400.0,35.1,90.1,-35456.13,99.61,-25224.94,43513.73
400.0,35.1,100.1,-35546.17,-809.11,-25402.38,43697.43
400.0,35.1,110.1,-34918.01,-1862.56,-25426.65,43234.84
400.0,35.1,120.1,-33439.08,-2771.89,-25378.08,42070.21
400.0,35.1,130.1,-31303.74,-3135.46,-25262.75,40348.01
400.0,35.1,140.1,-29016.71,-2754.00,-24984.50,38389.82
400.0,35.1,150.1,-27092.04,-1757.56,-24460.44,36542.86
400.0,35.1,160.1,-25831.00,-444.89,-23697.57,35057.29
400.0,35.1,170.1,-25309.34,885.65,-22780.86,34063.39
400.0,40.1,-179.9,-29000.53,1621.05,-20951.18,35813.55
400.0,40.1,-169.9,-29423.49,2646.30,-20219.01,35798.79
400.0,40.1,-159.9,-30302.15,3462.00,-19592.76,36250.27
400.0,40.1,-149.9,-31577.06,4061.19,-19059.23,37106.04
400.0,40.1,-139.9,-33177.98,4377.82,-18556.32,38265.92
400.0,40.1,-129.9,-34968.05,4308.38,-18038.01,39581.52
400.0,40.1,-119.9,-36742.73,3773.49,-17505.19,40874.18
400.0,40.1,-109.9,-38266.06,2739.69,-17002.04,41962.68
400.0,40.1,-99.9,-39276.23,1224.71,-16615.71,42663.85
400.0,40.1,-89.9,-39501.43,-633.00,-16468.29,42801.50
400.0,40.1,-79.9,-38786.80,-2510.54,-16662.04,42288.80
400.0,40.1,-69.9,-37250.53,-3995.49,-17210.84,41228.38
400.0,40.1,-59.9,-35272.19,-4790.88,-18028.30,39901.12
400.0,40.1,-49.9,-33305.22,-4832.86,-18968.80,38631.72
400.0,40.1,-39.9,-31689.72,-4250.69,-19877.60,37648.71
400.0,40.1,-29.9,-30596.00,-3249.14,-20628.21,37043.15
400.0,40.1,-19.9,-30083.99,-2033.33,-21137.12,36823.34
400.0,40.1,-9.9,-30143.22,-815.80,-21378.27,36963.62
400.0,40.1,0.1,-30657.03,213.29,-21403.93,37390.20
400.0,40.1,10.1,-31437.07,987.33,-21309.52,37991.57
400.0,40.1,20.1,-32359.37,1550.73,-21162.42,38696.01
400.0,40.1,30.1,-33396.30,1926.54,-21014.03,39504.61
400.0,40.1,40.1,-34521.93,2097.81,-20955.30,40438.71
400.0,40.1,50.1,-35688.89,2088.78,-21072.76,41498.44
400.0,40.1,60.1,-36873.15,1940.74,-21359.34,42656.97
400.0,40.1,70.1,-38038.48,1628.87,-21724.99,43835.54
400.0,40.1,80.1,-39065.08,1083.89,-22074.58,44883.66
400.0,40.1,90.1,-39756.92,269.06,-22347.00,45607.82
400.0,40.1,100.1,-39890.10,-788.20,-22527.80,45818.59
400.0,40.1,110.1,-39257.50,-1953.20,-22665.04,45372.57
400.0,40.1,120.1,-37785.06,-2931.36,-22823.16,44240.26
400.0,40.1,130.1,-35676.30,-3370.31,-22982.61,42571.79
400.0,40.1,140.1,-33376.99,-3093.82,-23025.95,40666.81
400.0,40.1,150.1,-31350.69,-2199.76,-22837.28,38849.02
400.0,40.1,160.1,-29897.34,-946.71,-22382.65,37359.48
400.0,40.1,170.1,-29125.13,393.41,-21715.42,36331.63
400.0,45.1,-179.9,-32606.07,1260.85,-19853.90,38195.86
400.0,45.1,-169.9,-32879.77,2389.11,-19199.73,38149.93
400.0,45.1,-159.9,-33663.69,3314.75,-18535.24,38571.84
400.0,45.1,-149.9,-34884.79,3984.09,-17871.33,39398.05
400.0,45.1,-139.9,-36432.39,4316.86,-17187.13,40513.60
400.0,45.1,-129.9,-38139.03,4226.27,-16475.45,41759.88
400.0,45.1,-119.9,-39796.16,3657.99,-15767.59,42961.98
400.0,45.1,-109.9,-41182.71,2603.60,-15133.31,43952.38
400.0,45.1,-99.9,-42069.72,1109.56,-14677.29,44570.34
400.0,45.1,-89.9,-42238.39,-669.85,-14522.72,44670.34
400.0,45.1,-79.9,-41577.70,-2432.67,-14754.85,44185.16
400.0,45.1,-69.9,-40200.12,-3811.87,-15357.42,43202.20
400.0,45.1,-59.9,-38432.19,-4545.36,-16208.29,41957.14
400.0,45.1,-49.9,-36665.44,-4579.49,-17136.59,40730.69
400.0,45.1,-39.9,-35199.10,-4035.05,-17987.44,39734.20
400.0,45.1,-29.9,-34187.38,-3102.16,-18653.61,39068.62
400.0,45.1,-19.9,-33681.45,-1970.98,-19075.20,38758.07
400.0,45.1,-9.9,-33666.64,-826.71,-19241.75,38786.22
400.0,45.1,0.1,-34053.28,172.38,-19205.01,39095.88
400.0,45.1,10.1,-34702.62,959.10,-19055.28,39601.71
400.0,45.1,20.1,-35513.42,1556.10,-18867.29,40244.24
400.0,45.1,30.1,-36459.53,1992.64,-18693.62,41020.96
400.0,45.1,40.1,-37543.27,2266.92,-18594.33,41956.95
400.0,45.1,50.1,-38754.24,2371.77,-18618.38,43059.97
400.0,45.1,60.1,-40057.38,2289.93,-18757.10,44290.70
400.0,45.1,70.1,-41364.55,1969.93,-18952.45,45542.31
400.0,45.1,80.1,-42510.92,1353.83,-19148.52,46644.15
400.0,45.1,90.1,-43279.02,430.79,-19323.74,47399.01
400.0,45.1,100.1,-43448.00,-732.39,-19500.39,47629.09
400.0,45.1,110.1,-42850.38,-1962.86,-19738.58,47218.84
400.0,45.1,120.1,-41463.46,-2973.95,-20084.08,46167.45
400.0,45.1,130.1,-39489.38,-3463.19,-20494.30,44625.34
400.0,45.1,140.1,-37310.27,-3280.11,-20836.48,42859.94
400.0,45.1,150.1,-35325.50,-2496.78,-20971.49,41157.36
400.0,45.1,160.1,-33814.06,-1328.66,-20830.35,39737.38
400.0,45.1,170.1,-32902.99,-14.40,-20430.75,38730.12
400.0,50.1,-179.9,-36173.62,949.64,-18442.80,40614.89
400.0,50.1,-169.9,-36327.25,2119.95,-17871.62,40540.81
400.0,50.1,-159.9,-36987.18,3099.54,-17179.29,40899.71
400.0,50.1,-149.9,-38078.89,3801.15,-16397.07,41633.09
400.0,50.1,-139.9,-39475.74,4133.93,-15545.74,42627.38
400.0,50.1,-129.9,-41001.53,4023.99,-14660.77,43729.35
400.0,50.1,-119.9,-42455.88,3438.68,-13805.35,44776.27
400.0,50.1,-109.9,-43639.88,2392.93,-13069.47,45617.72
400.0,50.1,-99.9,-44362.71,957.16,-12565.24,46117.80
400.0,50.1,-89.9,-44459.16,-707.41,-12407.26,46163.38
400.0,50.1,-79.9,-43857.50,-2329.65,-12661.26,45707.93
400.0,50.1,-69.9,-42655.50,-3596.35,-13290.89,44822.69
400.0,50.1,-59.9,-41113.27,-4282.66,-14158.07,43693.16
400.0,50.1,-49.9,-39547.43,-4335.94,-15082.23,42547.30
400.0,50.1,-39.9,-38212.86,-3854.23,-15907.77,41570.84
400.0,50.1,-29.9,-37253.76,-3003.97,-16535.49,40869.17
400.0,50.1,-19.9,-36724.39,-1958.42,-16919.17,40481.79
400.0,50.1,-9.9,-36617.14,-880.45,-17059.62,40405.70
400.0,50.1,0.1,-36869.26,96.75,-17006.76,40602.73
400.0,50.1,10.1,-37385.41,907.75,-16841.11,41013.61
400.0,50.1,20.1,-38091.62,1556.51,-16634.69,41594.56
400.0,50.1,30.1,-38967.39,2064.82,-16435.22,42341.91
400.0,50.1,40.1,-40024.02,2430.28,-16277.93,43275.85
400.0,50.1,50.1,-41261.09,2622.09,-16184.50,44399.22
400.0,50.1,60.1,-42629.99,2585.52,-16149.81,45659.80
400.0,50.1,70.1,-44009.95,2253.14,-16151.82,46934.35
400.0,50.1,80.1,-45210.83,1579.82,-16179.95,48044.84
400.0,50.1,90.1,-46010.93,582.58,-16253.08,48800.70
400.0,50.1,100.1,-46209.85,-637.15,-16420.13,49044.64
400.0,50.1,110.1,-45685.02,-1884.47,-16741.14,48692.28
400.0,50.1,120.1,-44453.53,-2891.86,-17239.44,47766.90
400.0,50.1,130.1,-42706.11,-3405.71,-17852.32,46412.46
400.0,50.1,140.1,-40759.86,-3302.05,-18438.91,44858.25
400.0,50.1,150.1,-38943.75,-2633.01,-18848.37,43345.24
400.0,50.1,160.1,-37501.25,-1571.81,-18986.51,42063.07
400.0,50.1,170.1,-36563.16,-321.10,-18836.84,41131.43
400.0,55.1,-179.9,-39555.62,688.11,-16635.92,42917.07
400.0,55.1,-169.9,-39614.61,1833.82,-16145.80,42817.83
400.0,55.1,-159.9,-40124.52,2804.39,-15447.95,43086.90
400.0,55.1,-149.9,-41018.02,3494.59,-14588.07,43674.96
400.0,55.1,-139.9,-42174.79,3809.96,-13620.42,44483.08
400.0,55.1,-129.9,-43432.62,3686.74,-12616.92,45378.09
400.0,55.1,-119.9,-44613.67,3107.85,-11668.26,46218.90
400.0,55.1,-109.9,-45548.08,2105.79,-10879.00,46876.59
400.0,55.1,-99.9,-46084.00,767.25,-10360.58,47240.51
400.0,55.1,-89.9,-46103.90,-748.56,-10211.81,47227.23
400.0,55.1,-79.9,-45566.39,-2207.02,-10477.74,46807.58
400.0,55.1,-69.9,-44550.07,-3351.06,-11110.91,46036.84
400.0,55.1,-59.9,-43246.93,-3993.43,-11974.89,45051.55
400.0,55.1,-49.9,-41896.02,-4079.41,-12895.17,44025.04
400.0,55.1,-39.9,-40703.43,-3677.49,-13719.65,43110.58
400.0,55.1,-29.9,-39801.34,-2922.91,-14350.46,42410.21
400.0,55.1,-19.9,-39250.99,-1966.88,-14744.43,41975.07
400.0,55.1,-9.9,-39059.48,-951.81,-14904.92,41817.53
400.0,55.1,0.1,-39191.45,7.71,-14875.55,41919.58
400.0,55.1,10.1,-39588.55,847.41,-14723.38,42246.30
400.0,55.1,20.1,-40202.85,1553.94,-14510.31,42769.53
400.0,55.1,30.1,-41019.25,2132.16,-14275.64,43484.69
400.0,55.1,40.1,-42044.18,2568.29,-14039.07,44400.50
400.0,55.1,50.1,-43268.86,2815.32,-13809.38,45506.25
400.0,55.1,60.1,-44631.29,2801.32,-13591.50,46738.94
400.0,55.1,70.1,-45997.90,2456.21,-13398.07,47972.37
400.0,55.1,80.1,-47177.59,1749.82,-13261.45,49037.26
400.0,55.1,90.1,-47964.36,723.53,-13235.62,49762.28
400.0,55.1,100.1,-48189.92,-497.64,-13385.35,50016.83
400.0,55.1,110.1,-47772.34,-1713.09,-13761.33,49744.40
400.0,55.1,120.1,-46752.64,-2682.79,-14363.00,48982.68
400.0,55.1,130.1,-45300.12,-3198.66,-15111.56,47861.17
400.0,55.1,140.1,-43667.86,-3161.30,-15864.78,46567.87
400.0,55.1,150.1,-42114.98,-2607.49,-16470.91,45296.37
400.0,55.1,160.1,-40841.77,-1672.08,-16821.85,44202.04
400.0,55.1,170.1,-39969.57,-522.56,-16873.73,43388.50
400.0,60.1,-179.9,-42561.79,469.77,-14419.75,44940.58
400.0,60.1,-169.9,-42545.22,1526.59,-14007.36,44817.77
400.0,60.1,-159.9,-42889.93,2427.12,-13337.65,44981.44
400.0,60.1,-149.9,-43540.82,3062.81,-12464.18,45393.16
400.0,60.1,-139.9,-44399.06,3343.45,-11461.28,45976.26
400.0,60.1,-129.9,-45333.03,3214.42,-10423.30,46626.83
400.0,60.1,-119.9,-46199.50,2668.35,-9457.71,47233.06
400.0,60.1,-109.9,-46863.65,1747.30,-8675.65,47691.95
400.0,60.1,-99.9,-47211.21,544.01,-8181.77,47918.01
400.0,60.1,-89.9,-47162.35,-793.31,-8056.25,47852.06
400.0,60.1,-79.9,-46695.36,-2068.69,-8325.97,47476.92
400.0,60.1,-69.9,-45867.82,-3078.05,-8940.58,46832.30
400.0,60.1,-59.9,-44811.22,-3669.75,-9777.87,46012.17
400.0,60.1,-49.9,-43693.35,-3787.87,-10682.21,45139.41
400.0,60.1,-39.9,-42670.39,-3471.54,-11512.02,44332.16
400.0,60.1,-29.9,-41856.12,-2821.17,-12169.57,43680.57
400.0,60.1,-19.9,-41315.87,-1960.61,-12607.04,43240.98
400.0,60.1,-9.9,-41072.38,-1011.30,-12820.79,43038.77
400.0,60.1,0.1,-41115.55,-73.47,-12841.88,43074.45
400.0,60.1,10.1,-41417.22,788.01,-12720.24,43333.72
400.0,60.1,20.1,-41950.79,1542.92,-12503.59,43801.70
400.0,60.1,30.1,-42703.94,2174.77,-12222.73,44471.91
400.0,60.1,40.1,-43671.12,2653.92,-11892.14,45339.09
400.0,60.1,50.1,-44827.92,2924.45,-11521.98,46377.26
400.0,60.1,60.1,-46103.03,2913.82,-11132.84,47517.57
400.0,60.1,70.1,-47367.69,2561.78,-10766.59,48643.40
400.0,60.1,80.1,-48451.93,1855.23,-10487.82,49608.72
400.0,60.1,90.1,-49183.09,852.66,-10373.65,50272.41
400.0,60.1,100.1,-49431.14,-312.27,-10493.91,50533.73
400.0,60.1,110.1,-49145.39,-1449.26,-10885.54,50357.37
400.0,60.1,120.1,-48373.64,-2351.55,-11527.68,49783.79
400.0,60.1,130.1,-47254.13,-2851.70,-12331.92,48919.95
400.0,60.1,140.1,-45978.75,-2870.73,-13161.29,47911.45
400.0,60.1,150.1,-44741.75,-2432.91,-13871.67,46905.93
400.0,60.1,160.1,-43698.95,-1639.96,-14351.51,46024.49
400.0,60.1,170.1,-42953.32,-627.23,-14539.49,45351.72
400.0,65.1,-179.9,-45011.25,285.00,-11865.44,46549.78
400.0,65.1,-169.9,-44934.46,1197.90,-11531.52,46405.99
400.0,65.1,-159.9,-45116.44,1976.95,-10930.94,46463.82
400.0,65.1,-149.9,-45516.95,2521.60,-10118.58,46696.21
400.0,65.1,-139.9,-46064.57,2752.27,-9174.65,47049.91
400.0,65.1,-129.9,-46665.14,2623.83,-8199.30,47452.59
400.0,65.1,-119.9,-47215.78,2134.49,-7302.38,47824.79
400.0,65.1,-109.9,-47619.33,1328.05,-6591.46,48091.70
400.0,65.1,-99.9,-47795.96,292.75,-6159.37,48192.09
400.0,65.1,-89.9,-47693.95,-842.17,-6068.84,48085.89
400.0,65.1,-79.9,-47302.01,-1919.11,-6334.17,47762.80
400.0,65.1,-69.9,-46658.07,-2780.60,-6909.13,47248.74
400.0,65.1,-59.9,-45845.27,-3306.92,-7693.04,46603.72
400.0,65.1,-49.9,-44972.70,-3443.80,-8556.88,45908.87
400.0,65.1,-39.9,-44149.93,-3206.19,-9376.57,45248.38
400.0,65.1,-29.9,-43467.03,-2660.91,-10057.70,44694.75
400.0,65.1,-19.9,-42985.58,-1901.84,-10545.40,44301.05
400.0,65.1,-9.9,-42738.52,-1028.06,-10822.80,44099.55
400.0,65.1,0.1,-42734.77,-127.22,-10903.01,44103.88
400.0,65.1,10.1,-42967.78,734.36,-10816.31,44314.35
400.0,65.1,20.1,-43425.63,1511.18,-10595.22,44725.02
400.0,65.1,30.1,-44096.29,2166.44,-10264.56,45327.01
400.0,65.1,40.1,-44962.50,2656.33,-9842.18,46103.70
400.0,65.1,50.1,-45986.89,2923.19,-9349.63,47018.66
400.0,65.1,60.1,-47097.25,2905.22,-8825.25,48004.96
400.0,65.1,70.1,-48183.18,2560.20,-8331.20,48965.12
400.0,65.1,80.1,-49110.61,1892.14,-7948.88,49785.71
400.0,65.1,90.1,-49750.52,967.66,-7762.84,50361.81
400.0,65.1,100.1,-50011.32,-86.04,-7838.20,50621.90
400.0,65.1,110.1,-49863.33,-1102.54,-8198.33,50544.83
400.0,65.1,120.1,-49347.41,-1912.14,-8810.24,50164.17
400.0,65.1,130.1,-48564.57,-2382.87,-9585.37,49558.80
400.0,65.1,140.1,-47649.62,-2451.40,-10398.98,48832.71
400.0,65.1,150.1,-46739.37,-2131.04,-11121.28,48091.50
400.0,65.1,160.1,-45947.80,-1495.46,-11645.82,47424.27
400.0,65.1,170.1,-45355.64,-651.25,-11904.02,46896.30
400.0,70.1,-179.9,-46788.86,127.52,-9112.42,47668.12
400.0,70.1,-169.9,-46669.96,854.28,-8862.90,47511.74
400.0,70.1,-159.9,-46713.48,1473.66,-8372.24,47480.68
400.0,70.1,-149.9,-46893.90,1900.30,-7690.67,47558.34
400.0,70.1,-139.9,-47166.45,2069.18,-6892.42,47712.28
400.0,70.1,-129.9,-47472.25,1945.20,-6069.04,47898.14
400.0,70.1,-119.9,-47746.62,1529.69,-5319.25,48066.35
400.0,70.1,-109.9,-47927.95,862.25,-4736.97,48169.18
400.0,70.1,-99.9,-47966.23,18.35,-4399.20,48167.55
400.0,70.1,-89.9,-47830.26,-897.37,-4353.71,48036.38
400.0,70.1,-79.9,-47514.00,-1763.86,-4608.27,47769.53
400.0,70.1,-69.9,-47039.72,-2463.39,-5125.63,47382.23
400.0,70.1,-59.9,-46455.65,-2904.05,-5829.11,46909.91
400.0,70.1,-49.9,-45827.01,-3036.62,-6618.88,46402.00
400.0,70.1,-39.9,-45223.94,-2859.54,-7393.12,45913.39
400.0,70.1,-29.9,-44710.26,-2411.67,-8066.21,45496.01
400.0,70.1,-19.9,-44336.26,-1758.25,-8579.07,45192.88
400.0,70.1,-9.9,-44135.72,-975.70,-8901.34,45034.96
400.0,70.1,0.1,-44126.54,-139.09,-9027.37,45040.70
400.0,70.1,10.1,-44313.85,685.49,-8968.34,45217.45
400.0,70.1,20.1,-44693.43,1441.96,-8743.47,45563.48
400.0,70.1,30.1,-45252.90,2079.50,-8374.62,46068.25
400.0,70.1,40.1,-45968.73,2546.63,-7887.27,46709.95
400.0,70.1,50.1,-46800.16,2790.54,-7316.82,47450.79
400.0,70.1,60.1,-47684.38,2765.73,-6715.75,48234.34
400.0,70.1,70.1,-48538.07,2450.02,-6155.20,48988.09
400.0,70.1,80.1,-49268.25,1860.93,-5717.42,49633.78
400.0,70.1,90.1,-49789.93,1064.11,-5479.90,50101.88
400.0,70.1,100.1,-50045.30,168.36,-5496.01,50346.47
400.0,70.1,110.1,-50017.09,-692.80,-5778.62,50354.56
400.0,70.1,120.1,-49732.25,-1388.30,-6292.56,50147.98
400.0,70.1,130.1,-49254.36,-1817.32,-6959.52,49776.80
400.0,70.1,140.1,-48668.19,-1928.75,-7674.35,49307.29
400.0,70.1,150.1,-48061.58,-1726.36,-8327.31,48808.20
400.0,70.1,160.1,-47511.15,-1260.16,-8824.04,48340.06
400.0,70.1,170.1,-47074.63,-610.44,-9097.65,47949.57
400.0,75.1,-179.9,-47877.05,-0.45,-6323.34,48292.82
400.0,75.1,-169.9,-47742.74,510.74,-6164.00,48141.71
400.0,75.1,-159.9,-47692.28,944.54,-5814.54,48054.70
400.0,75.1,-149.9,-47713.07,1234.99,-5315.35,48024.11
400.0,75.1,-139.9,-47781.81,1333.35,-4726.36,48033.50
400.0,75.1,-129.9,-47867.84,1214.59,-4120.76,48060.24
400.0,75.1,-119.9,-47937.07,881.61,-3576.51,48078.39
400.0,75.1,-109.9,-47956.90,366.19,-3166.56,48062.72
400.0,75.1,-99.9,-47901.05,-273.78,-2949.06,47992.53
400.0,75.1,-89.9,-47753.46,-960.78,-2958.65,47854.67
400.0,75.1,-79.9,-47511.53,-1607.74,-3200.25,47646.32
400.0,75.1,-69.9,-47187.16,-2130.94,-3647.40,47375.86
400.0,75.1,-59.9,-46805.64,-2463.05,-4246.18,47062.36
400.0,75.1,-49.9,-46402.09,-2563.28,-4924.71,46733.05
