Altitude,Latitude,Longitude,B_r,B_phi,B_theta,B_magnitude
400.0,-34.9,-159.9,31913.10,7416.14,-20144.67,38461.06
400.0,-34.9,-149.9,29513.01,7371.99,-20169.07,36498.71
400.0,-34.9,-139.9,27188.99,7215.49,-20107.05,34577.42
400.0,-34.9,-129.9,24933.44,6991.42,-19924.05,32672.99
400.0,-34.9,-119.9,22673.60,6729.50,-19598.90,30716.37
400.0,-34.9,-109.9,20295.52,6367.20,-19161.04,28628.56
400.0,-34.9,-99.9,17769.29,5688.13,-18663.89,26390.21
400.0,-34.9,-89.9,15323.48,4410.31,-18092.86,24116.62
400.0,-34.9,-79.9,13462.09,2454.24,-17327.77,22079.46
400.0,-34.9,-69.9,12679.99,144.31,-16247.82,20610.55
400.0,-34.9,-59.9,13086.64,-1930.62,-14868.82,19901.49
400.0,-34.9,-49.9,14312.72,-3301.92,-13351.52,19849.93
400.0,-34.9,-39.9,15787.94,-3887.64,-11888.48,20142.21
400.0,-34.9,-29.9,17103.60,-3919.81,-10601.51,20500.98
400.0,-34.9,-19.9,18114.43,-3674.72,-9549.93,20804.74
400.0,-34.9,-9.9,18790.88,-3359.68,-8813.96,21025.47
400.0,-34.9,0.1,19171.88,-3218.98,-8508.24,21220.58
400.0,-34.9,10.1,19498.83,-3538.78,-8691.64,21639.59
400.0,-34.9,20.1,20219.24,-4460.76,-9301.17,22698.63
400.0,-34.9,30.1,21779.22,-5862.08,-10169.38,24740.95
400.0,-34.9,40.1,24418.60,-7382.98,-11088.32,27815.96
400.0,-34.9,50.1,28039.31,-8536.91,-11911.64,31638.09
400.0,-34.9,60.1,32193.44,-8936.30,-12636.69,35720.60
400.0,-34.9,70.1,36305.32,-8487.95,-13363.16,39606.76
400.0,-34.9,80.1,39930.12,-7323.38,-14186.17,43003.42
400.0,-34.9,90.1,42772.25,-5646.95,-15150.71,45726.33
400.0,-34.9,100.1,44654.50,-3742.58,-16221.83,47656.89
400.0,-34.9,110.1,45617.34,-1910.30,-17244.27,48805.29
400.0,-34.9,120.1,45870.36,-254.30,-18030.99,49287.64
400.0,-34.9,130.1,45558.74,1308.41,-18533.54,49201.65
400.0,-34.9,140.1,44707.08,2826.33,-18852.04,48601.55
400.0,-34.9,150.1,43332.81,4246.08,-19106.65,47548.14
400.0,-34.9,160.1,41486.97,5475.17,-19364.60,46110.02
400.0,-34.9,170.1,39269.00,6412.00,-19633.60,44369.43
400.0,-29.9,-179.9,33034.26,6702.52,-21982.89,40242.19
400.0,-29.9,-169.9,30578.84,6942.60,-21981.25,38294.12
400.0,-29.9,-159.9,28166.39,6996.87,-21891.37,36352.91
400.0,-29.9,-149.9,25813.19,6915.57,-21731.92,34444.48
400.0,-29.9,-139.9,23548.80,6715.30,-21505.36,32590.21
400.0,-29.9,-129.9,21397.21,6428.89,-21181.74,30786.96
400.0,-29.9,-119.9,19316.87,6103.67,-20731.41,28985.98
400.0,-29.9,-109.9,17179.48,5712.56,-20173.64,27106.16
400.0,-29.9,-99.9,14896.35,5042.05,-19556.10,25095.11
400.0,-29.9,-89.9,12667.86,3762.93,-18860.86,23029.68
400.0,-29.9,-79.9,11050.69,1759.55,-17971.04,21170.08
400.0,-29.9,-69.9,10608.07,-611.82,-16782.72,19863.67
400.0,-29.9,-59.9,11442.07,-2698.72,-15331.43,19319.85
400.0,-29.9,-49.9,13110.71,-4006.93,-13779.63,19437.71
400.0,-29.9,-39.9,14984.67,-4480.65,-12306.45,19901.39
400.0,-29.9,-29.9,16657.84,-4389.71,-11020.67,20450.14
400.0,-29.9,-19.9,18015.94,-4007.71,-9969.46,20976.80
400.0,-29.9,-9.9,19006.45,-3498.18,-9221.99,21413.25
400.0,-29.9,0.1,19577.73,-3084.19,-8901.21,21726.29
400.0,-29.9,10.1,19894.43,-3087.67,-9109.67,22097.70
400.0,-29.9,20.1,20397.62,-3716.06,-9846.99,22952.89
400.0,-29.9,30.1,21592.72,-4912.86,-10981.11,24717.74
400.0,-29.9,40.1,23824.34,-6350.84,-12282.08,27546.00
400.0,-29.9,50.1,27085.12,-7508.18,-13540.98,31198.31
400.0,-29.9,60.1,30932.37,-7930.11,-14688.30,35148.89
400.0,-29.9,70.1,34733.24,-7495.12,-15774.93,38877.03
400.0,-29.9,80.1,37998.48,-6342.69,-16873.96,42057.64
400.0,-29.9,90.1,40408.90,-4694.29,-18035.40,44499.34
400.0,-29.9,100.1,41794.45,-2884.85,-19235.28,46098.75
400.0,-29.9,110.1,42292.16,-1266.92,-20306.75,46931.82
400.0,-29.9,120.1,42242.29,101.99,-21044.51,47194.20
400.0,-29.9,130.1,41809.33,1419.17,-21418.85,46997.89
400.0,-29.9,140.1,40932.67,2783.62,-21578.45,46355.81
400.0,-29.9,150.1,39556.46,4116.72,-21675.89,45293.54
400.0,-29.9,160.1,37701.89,5290.27,-21783.19,43862.59
400.0,-29.9,170.1,35465.79,6173.22,-21901.42,42137.91
400.0,-24.9,-179.9,28761.38,6387.89,-23899.80,37937.09
400.0,-24.9,-169.9,26364.47,6561.14,-23737.49,36077.72
400.0,-24.9,-159.9,24043.82,6566.09,-23470.28,34235.55
400.0,-24.9,-149.9,21794.72,6456.42,-23131.67,32430.99
400.0,-24.9,-139.9,19638.97,6230.24,-22746.50,30690.53
400.0,-24.9,-129.9,17622.87,5901.93,-22299.12,29028.42
400.0,-24.9,-119.9,15735.69,5529.65,-21762.19,27418.64
400.0,-24.9,-109.9,13840.25,5115.40,-21145.40,25784.64
400.0,-24.9,-99.9,11800.78,4445.40,-20474.76,24046.53
400.0,-24.9,-89.9,9804.08,3150.30,-19713.44,22241.05
400.0,-24.9,-79.9,8463.63,1092.52,-18751.55,20602.12
400.0,-24.9,-69.9,8396.95,-1334.54,-17513.89,19468.59
400.0,-24.9,-59.9,9683.46,-3426.49,-16051.67,19056.92
400.0,-24.9,-49.9,11811.43,-4674.21,-14513.54,19287.33
400.0,-24.9,-39.9,14101.36,-5041.71,-13064.97,19873.62
400.0,-24.9,-29.9,16146.10,-4829.03,-11825.39,20587.76
400.0,-24.9,-19.9,17859.15,-4315.95,-10851.30,21338.40
400.0,-24.9,-9.9,19178.14,-3633.57,-10189.83,22019.01
400.0,-24.9,0.1,19973.32,-2973.52,-9932.69,22504.08
400.0,-24.9,10.1,20314.31,-2666.52,-10193.74,22884.36
400.0,-24.9,20.1,20591.55,-2974.62,-11032.65,23549.52
400.0,-24.9,30.1,21341.60,-3925.79,-12369.60,24977.64
400.0,-24.9,40.1,23025.42,-5250.84,-13974.98,27441.60
400.0,-24.9,50.1,25762.11,-6406.75,-15597.13,30789.66
400.0,-24.9,60.1,29152.81,-6874.27,-17104.59,34492.16
400.0,-24.9,70.1,32536.25,-6494.84,-18487.34,37981.21
400.0,-24.9,80.1,35386.05,-5398.14,-19782.54,40898.19
400.0,-24.9,90.1,37343.84,-3808.03,-21039.96,43031.89
400.0,-24.9,100.1,38226.55,-2110.65,-22253.87,44282.71
400.0,-24.9,110.1,38268.21,-719.90,-23267.21,44792.16
400.0,-24.9,120.1,37952.16,355.86,-23878.95,44840.80
400.0,-24.9,130.1,37453.35,1439.17,-24084.91,44552.30
400.0,-24.9,140.1,36599.84,2676.12,-24074.00,43889.26
400.0,-24.9,150.1,35252.07,3947.61,-24018.45,42838.98
400.0,-24.9,160.1,33409.16,5082.43,-23984.70,41439.94
400.0,-24.9,170.1,31174.34,5921.22,-23963.83,39763.88
400.0,-19.9,-179.9,24041.38,6068.01,-25536.94,35594.16
400.0,-19.9,-169.9,21735.11,6171.96,-25231.46,33869.38
400.0,-19.9,-159.9,19556.93,6125.24,-24807.23,32177.49
400.0,-19.9,-149.9,17473.04,5993.93,-24311.35,30533.20
400.0,-19.9,-139.9,15480.89,5758.80,-23791.26,28962.84
400.0,-19.9,-129.9,13635.65,5412.04,-23248.31,27490.09
400.0,-19.9,-119.9,11947.77,5016.32,-22664.06,26106.95
400.0,-19.9,-109.9,10272.52,4589.96,-22039.50,24745.34
400.0,-19.9,-99.9,8449.84,3910.90,-21367.81,23308.33
400.0,-19.9,-89.9,6679.26,2582.56,-20586.78,21796.74
400.0,-19.9,-79.9,5629.82,466.60,-19604.90,20402.56
400.0,-19.9,-69.9,5950.21,-2006.56,-18387.58,19430.24
400.0,-19.9,-59.9,7690.27,-4100.85,-16992.03,19096.76
400.0,-19.9,-49.9,10287.45,-5299.09,-15534.03,19370.55
400.0,-19.9,-39.9,13018.15,-5566.03,-14163.55,20026.46
400.0,-19.9,-29.9,15445.60,-5217.98,-13029.79,20870.30
400.0,-19.9,-19.9,17484.28,-4558.19,-12218.84,21812.32
400.0,-19.9,-9.9,19079.00,-3714.37,-11751.57,22713.52
400.0,-19.9,0.1,20065.49,-2846.67,-11653.30,23377.92
400.0,-19.9,10.1,20429.41,-2261.22,-12008.94,23805.22
400.0,-19.9,20.1,20473.54,-2250.36,-12921.22,24314.36
400.0,-19.9,30.1,20728.92,-2935.26,-14372.83,25394.52
400.0,-19.9,40.1,21769.35,-4124.19,-16162.30,27425.05
400.0,-19.9,50.1,23857.41,-5267.97,-18027.79,30363.28
400.0,-19.9,60.1,26667.98,-5794.81,-19794.92,33713.50
400.0,-19.9,70.1,29547.19,-5508.53,-21390.53,36890.85
400.0,-19.9,80.1,31950.21,-4513.50,-22801.45,39510.68
400.0,-19.9,90.1,33471.91,-3019.08,-24061.76,41333.42
400.0,-19.9,100.1,33896.99,-1454.33,-25181.15,42251.76
400.0,-19.9,110.1,33542.73,-295.14,-26033.47,42461.09
400.0,-19.9,120.1,33029.89,497.22,-26449.74,42317.96
400.0,-19.9,130.1,32531.72,1370.33,-26456.73,41954.14
400.0,-19.9,140.1,31747.38,2510.17,-26268.35,41282.24
400.0,-19.9,150.1,30451.66,3744.58,-26061.34,40255.67
400.0,-19.9,160.1,28634.89,4855.69,-25889.57,38907.64
400.0,-19.9,170.1,26416.24,5659.82,-25734.87,37311.32
400.0,-14.9,-179.9,18946.65,5745.97,-26793.71,33315.09
400.0,-14.9,-169.9,16757.25,5781.37,-26367.25,31772.02
400.0,-14.9,-159.9,14764.49,5682.94,-25820.04,30281.35
400.0,-14.9,-149.9,12896.82,5537.53,-25209.39,28853.18
400.0,-14.9,-139.9,11112.99,5308.97,-24599.65,27510.48
400.0,-14.9,-129.9,9465.52,4965.68,-24004.98,26277.24
400.0,-14.9,-119.9,7972.97,4570.10,-23415.34,25154.17
400.0,-14.9,-109.9,6482.30,4141.77,-22821.19,24082.79
400.0,-14.9,-99.9,4837.38,3441.75,-22180.16,22960.95
400.0,-14.9,-89.9,3278.17,2064.68,-21410.29,21757.99
400.0,-14.9,-79.9,2516.98,-104.88,-20454.33,20608.87
400.0,-14.9,-69.9,3203.26,-2606.97,-19326.99,19763.34
400.0,-14.9,-59.9,5361.96,-4700.73,-18082.78,19437.96
400.0,-14.9,-49.9,8413.29,-5863.88,-16791.54,19675.48
400.0,-14.9,-39.9,11594.48,-6036.04,-15582.01,20338.75
400.0,-14.9,-29.9,14396.27,-5532.67,-14633.12,21260.09
400.0,-14.9,-19.9,16691.32,-4698.91,-14065.84,22327.74
400.0,-14.9,-9.9,18445.39,-3696.98,-13878.31,23377.50
400.0,-14.9,0.1,19523.04,-2667.12,-14014.66,24180.02
400.0,-14.9,10.1,19867.75,-1859.05,-14498.26,24665.42
400.0,-14.9,20.1,19675.03,-1561.13,-15448.97,25064.21
400.0,-14.9,30.1,19430.87,-1983.57,-16912.89,25836.78
400.0,-14.9,40.1,19800.20,-3023.18,-18743.00,27431.51
400.0,-14.9,50.1,21182.39,-4138.97,-20702.29,29906.68
400.0,-14.9,60.1,23339.37,-4725.44,-22600.22,32830.26
400.0,-14.9,70.1,25658.77,-4557.49,-24309.95,35638.70
400.0,-14.9,80.1,27606.29,-3705.67,-25759.17,37939.09
400.0,-14.9,90.1,28738.52,-2349.25,-26945.94,39465.24
400.0,-14.9,100.1,28796.80,-942.45,-27883.78,40095.50
400.0,-14.9,110.1,28154.95,-12.53,-28493.60,40057.29
400.0,-14.9,120.1,27543.83,520.10,-28664.95,39756.92
400.0,-14.9,130.1,27120.21,1214.95,-28456.71,39328.95
400.0,-14.9,140.1,26449.73,2287.90,-28087.31,38648.67
400.0,-14.9,150.1,25228.52,3506.87,-27723.91,37648.26
400.0,-14.9,160.1,23453.35,4607.81,-27407.52,36365.69
400.0,-14.9,170.1,21266.60,5388.50,-27116.79,34880.15
400.0,-9.9,-179.9,13609.79,5423.86,-27586.08,31235.18
400.0,-9.9,-169.9,11554.21,5398.70,-27064.35,29918.63
400.0,-9.9,-159.9,9771.96,5254.61,-26440.05,28673.65
400.0,-9.9,-149.9,8147.21,5105.18,-25773.18,27508.12
400.0,-9.9,-139.9,6590.78,4897.15,-25134.90,26442.08
400.0,-9.9,-129.9,5146.18,4574.71,-24544.70,25492.22
400.0,-9.9,-119.9,3830.18,4196.10,-23993.69,24657.14
400.0,-9.9,-109.9,2483.22,3769.00,-23456.43,23886.73
400.0,-9.9,-99.9,979.44,3033.54,-22860.13,23081.32
400.0,-9.9,-89.9,-382.42,1597.02,-22118.95,22179.82
400.0,-9.9,-79.9,-871.00,-612.15,-21223.92,21250.60
400.0,-9.9,-69.9,131.19,-3117.66,-20242.34,20481.44
400.0,-9.9,-59.9,2635.99,-5201.48,-19224.96,20089.87
400.0,-9.9,-49.9,6083.79,-6338.03,-18196.61,20206.42
400.0,-9.9,-39.9,9679.30,-6420.14,-17254.87,20799.94
400.0,-9.9,-29.9,12805.56,-5747.17,-16582.51,21725.38
400.0,-9.9,-19.9,15253.67,-4717.02,-16318.22,22830.01
400.0,-9.9,-9.9,17014.92,-3559.38,-16446.33,23930.28
400.0,-9.9,0.1,18043.47,-2414.48,-16843.19,24801.00
400.0,-9.9,10.1,18300.21,-1454.29,-17459.88,25334.95
400.0,-9.9,20.1,17876.07,-926.00,-18406.94,25675.41
400.0,-9.9,30.1,17175.84,-1111.96,-19784.60,26223.59
400.0,-9.9,40.1,16918.89,-1999.78,-21517.49,27445.41
400.0,-9.9,50.1,17615.10,-3069.63,-23420.73,29466.00
400.0,-9.9,60.1,19109.28,-3703.49,-25313.28,31931.84
400.0,-9.9,70.1,20854.50,-3662.54,-27033.31,34338.38
400.0,-9.9,80.1,22359.90,-2984.92,-28451.13,36308.97
400.0,-9.9,90.1,23169.39,-1808.95,-29511.84,37563.83
400.0,-9.9,100.1,22983.39,-588.60,-30216.60,37968.74
400.0,-9.9,110.1,22195.84,119.13,-30540.22,37754.14
400.0,-9.9,120.1,21601.86,425.29,-30447.97,37334.97
400.0,-9.9,130.1,21327.78,976.07,-30026.00,36842.74
400.0,-9.9,140.1,20817.08,2006.70,-29474.68,36140.48
400.0,-9.9,150.1,19700.61,3226.80,-28942.20,35159.31
400.0,-9.9,160.1,17992.15,4330.80,-28464.88,33951.77
400.0,-9.9,170.1,15859.09,5103.02,-28028.79,32606.20
400.0,-4.9,-179.9,8208.87,5102.09,-27874.85,29502.95
400.0,-4.9,-169.9,6292.29,5034.83,-27282.48,28447.78
400.0,-4.9,-159.9,4720.12,4859.49,-26630.65,27478.82
400.0,-4.9,-149.9,3331.75,4718.96,-25970.60,26605.29
400.0,-4.9,-139.9,1987.82,4544.02,-25368.11,25848.42
400.0,-4.9,-129.9,720.56,4254.43,-24840.78,25212.77
400.0,-4.9,-119.9,-456.95,3899.13,-24370.75,24684.92
400.0,-4.9,-109.9,-1702.02,3465.98,-23908.97,24218.77
400.0,-4.9,-99.9,-3090.97,2678.21,-23362.18,23717.46
400.0,-4.9,-89.9,-4263.96,1176.82,-22660.02,23087.72
400.0,-4.9,-79.9,-4501.84,-1051.84,-21848.39,22332.15
400.0,-4.9,-69.9,-3248.66,-3529.07,-21044.54,21584.27
400.0,-4.9,-59.9,-497.08,-5581.60,-20304.82,21063.88
400.0,-4.9,-49.9,3239.49,-6685.20,-19624.16,20983.18
400.0,-4.9,-39.9,7145.01,-6679.30,-19056.54,21419.99
400.0,-4.9,-29.9,10489.99,-5838.51,-18744.27,22259.28
400.0,-4.9,-19.9,12967.46,-4610.08,-18809.05,23306.40
400.0,-4.9,-9.9,14588.19,-3306.73,-19231.17,24363.65
400.0,-4.9,0.1,15430.90,-2090.26,-19855.64,25233.47
400.0,-4.9,10.1,15529.75,-1050.05,-20576.63,25800.65
400.0,-4.9,20.1,14893.09,-361.22,-21476.15,26137.32
400.0,-4.9,30.1,13819.08,-351.85,-22689.81,26569.12
400.0,-4.9,40.1,13037.90,-1094.67,-24218.27,27526.53
400.0,-4.9,50.1,13133.56,-2102.27,-25943.32,29154.17
400.0,-4.9,60.1,14018.14,-2763.12,-27711.37,31177.92
400.0,-4.9,70.1,15218.74,-2841.85,-29347.71,33180.93
400.0,-4.9,80.1,16315.73,-2354.58,-30678.47,34826.94
400.0,-4.9,90.1,16877.18,-1395.29,-31589.51,35842.47
400.0,-4.9,100.1,16578.45,-389.62,-32054.01,36089.55
400.0,-4.9,110.1,15796.19,105.36,-32094.78,35771.57
400.0,-4.9,120.1,15333.75,221.41,-31755.22,35264.24
400.0,-4.9,130.1,15278.30,657.68,-31139.06,34691.50
400.0,-4.9,140.1,14978.22,1659.90,-30409.33,33938.62
400.0,-4.9,150.1,14014.23,2891.13,-29691.98,32960.14
400.0,-4.9,160.1,12416.06,4012.06,-29032.44,31829.82
400.0,-4.9,170.1,10370.05,4795.62,-28436.48,30645.87
400.0,0.1,-179.9,2934.73,4777.85,-27685.01,28247.13
400.0,0.1,-169.9,1153.59,4698.83,-27038.99,27468.47
400.0,0.1,-159.9,-234.75,4515.75,-26401.04,26785.48
400.0,0.1,-149.9,-1426.22,4399.49,-25801.16,26212.39
400.0,0.1,-139.9,-2605.24,4268.94,-25287.32,25777.12
400.0,0.1,-129.9,-3751.61,4019.72,-24869.94,25470.51
400.0,0.1,-119.9,-4849.60,3683.78,-24513.95,25259.11
400.0,0.1,-109.9,-6036.27,3227.09,-24140.76,25092.37
400.0,0.1,-99.9,-7327.51,2368.51,-23647.48,24869.77
400.0,0.1,-89.9,-8315.70,800.37,-22994.02,24464.60
400.0,0.1,-79.9,-8324.65,-1427.10,-22278.40,23825.69
400.0,0.1,-69.9,-6882.96,-3842.42,-21660.48,23050.29
400.0,0.1,-59.9,-3992.29,-5829.01,-21216.88,22362.28
400.0,0.1,-49.9,-115.53,-6875.00,-20934.00,22034.32
400.0,0.1,-39.9,3929.82,-6779.92,-20811.46,22237.98
400.0,0.1,-29.9,7337.02,-5793.17,-20906.98,22901.85
400.0,0.1,-19.9,9717.73,-4392.70,-21288.56,23810.35
400.0,0.1,-9.9,11088.68,-2966.74,-21938.52,24760.03
400.0,0.1,0.1,11650.47,-1714.79,-22714.20,25585.32
400.0,0.1,10.1,11542.76,-655.92,-23486.45,26177.84
400.0,0.1,20.1,10724.91,123.18,-24300.22,26561.99
400.0,0.1,30.1,9380.21,279.75,-25302.42,26986.64
400.0,0.1,40.1,8207.94,-331.07,-26562.09,27803.32
400.0,0.1,50.1,7828.78,-1263.99,-28031.08,29131.24
400.0,0.1,60.1,8202.40,-1928.81,-29591.64,30767.92
400.0,0.1,70.1,8924.61,-2107.70,-31074.72,32399.53
400.0,0.1,80.1,9661.65,-1810.48,-32283.02,33746.39
400.0,0.1,90.1,10043.04,-1091.88,-33050.22,34559.68
400.0,0.1,100.1,9745.72,-324.85,-33310.42,34708.34
400.0,0.1,110.1,9100.62,-34.10,-33116.35,34344.07
400.0,0.1,120.1,8865.98,-76.04,-32576.83,33761.83
400.0,0.1,130.1,9087.29,265.16,-31802.15,33076.07
400.0,0.1,140.1,9055.54,1239.88,-30907.16,32230.31
400.0,0.1,150.1,8313.63,2485.04,-29997.21,31226.99
400.0,0.1,160.1,6892.35,3636.88,-29139.82,30163.90
400.0,0.1,170.1,4983.25,4455.47,-28370.01,29146.89
400.0,5.1,-179.9,-2050.91,4444.39,-27106.38,27544.77
400.0,5.1,-169.9,-3700.68,4394.47,-26412.97,27030.56
400.0,5.1,-159.9,-4948.46,4235.57,-25812.54,26621.69
400.0,5.1,-149.9,-6006.00,4160.83,-25304.72,26338.44
400.0,5.1,-139.9,-7090.33,4084.77,-24909.08,26218.71
400.0,5.1,-129.9,-8194.18,3880.12,-24624.72,26240.75
400.0,5.1,-119.9,-9287.68,3552.63,-24396.72,26345.44
400.0,5.1,-109.9,-10463.30,3048.71,-24117.61,26465.72
400.0,5.1,-99.9,-11672.05,2100.84,-23684.35,26487.70
400.0,5.1,-89.9,-12480.65,465.26,-23092.88,26253.84
400.0,5.1,-79.9,-12279.74,-1744.79,-22482.08,25676.45
400.0,5.1,-69.9,-10697.98,-4067.52,-22043.33,24837.47
400.0,5.1,-59.9,-7766.34,-5944.72,-21884.07,23970.15
400.0,5.1,-49.9,-3914.12,-6894.79,-21998.95,23384.01
400.0,5.1,-39.9,65.64,-6707.56,-22328.56,23314.38
400.0,5.1,-29.9,3355.29,-5612.89,-22822.42,23740.80
400.0,5.1,-19.9,5528.58,-4090.78,-23472.51,24459.32
400.0,5.1,-9.9,6593.70,-2578.25,-24263.62,25275.43
400.0,5.1,0.1,6837.35,-1318.03,-25098.39,26046.42
400.0,5.1,10.1,6505.29,-283.81,-25861.30,26668.45
400.0,5.1,20.1,5544.16,524.65,-26562.02,27139.53
400.0,5.1,30.1,4034.14,780.11,-27335.31,27642.40
400.0,5.1,40.1,2610.03,285.53,-28303.61,28425.13
400.0,5.1,50.1,1893.96,-563.77,-29485.86,29552.00
400.0,5.1,60.1,1875.63,-1210.69,-30800.65,30881.45
400.0,5.1,70.1,2206.25,-1463.49,-32094.57,32203.58
400.0,5.1,80.1,2636.77,-1341.06,-33167.91,33299.57
400.0,5.1,90.1,2885.47,-871.36,-33819.79,33953.84
400.0,5.1,100.1,2663.77,-359.86,-33941.75,34048.02
400.0,5.1,110.1,2246.23,-268.81,-33591.98,33668.07
400.0,5.1,120.1,2305.74,-446.69,-32921.09,33004.76
400.0,5.1,130.1,2848.06,-193.37,-32037.43,32164.36
400.0,5.1,140.1,3145.77,743.10,-31007.65,31175.67
400.0,5.1,150.1,2711.46,1998.05,-29919.57,30108.55
400.0,5.1,160.1,1552.26,3192.73,-28867.80,29085.27
400.0,5.1,170.1,-152.75,4070.50,-27920.10,28215.67
400.0,10.1,-179.9,-6652.57,4092.64,-26272.79,27409.23
400.0,10.1,-169.9,-8166.74,4118.86,-25531.09,27120.05
400.0,10.1,-159.9,-9320.23,4022.08,-24971.38,26955.77
400.0,10.1,-149.9,-10315.29,4007.55,-24561.09,26939.06
400.0,10.1,-139.9,-11382.74,3994.14,-24284.33,27115.47
400.0,10.1,-129.9,-12527.79,3835.36,-24124.75,27452.85
400.0,10.1,-119.9,-13694.95,3502.84,-24011.41,27863.40
400.0,10.1,-109.9,-14908.97,2928.16,-23818.44,28251.89
400.0,10.1,-99.9,-16055.63,1875.55,-23450.95,28482.42
400.0,10.1,-89.9,-16697.97,172.01,-22937.68,28372.33
400.0,10.1,-79.9,-16306.80,-2011.05,-22442.35,27813.94
400.0,10.1,-69.9,-14618.94,-4217.67,-22172.84,26891.21
400.0,10.1,-59.9,-11723.99,-5942.71,-22265.36,25855.63
400.0,10.1,-49.9,-8045.35,-6756.23,-22727.18,25037.95
400.0,10.1,-39.9,-4323.88,-6474.99,-23444.95,24703.99
400.0,10.1,-29.9,-1314.64,-5317.10,-24266.87,24877.32
400.0,10.1,-19.9,570.55,-3735.16,-25109.59,25392.29
400.0,10.1,-9.9,1322.03,-2179.52,-25956.20,26081.07
400.0,10.1,0.1,1261.87,-930.20,-26766.45,26812.32
400.0,10.1,10.1,715.92,55.37,-27465.09,27474.47
400.0,10.1,20.1,-350.19,846.71,-28036.32,28051.29
400.0,10.1,30.1,-1930.89,1157.45,-28586.77,28675.28
400.0,10.1,40.1,-3478.93,764.15,-29274.91,29490.80
400.0,10.1,50.1,-4404.51,6.38,-30180.10,30499.80
400.0,10.1,60.1,-4701.33,-603.39,-31253.05,31610.44
400.0,10.1,70.1,-4675.33,-902.55,-32356.18,32704.68
400.0,10.1,80.1,-4503.94,-929.29,-33301.82,33617.86
400.0,10.1,90.1,-4368.55,-701.32,-33876.46,34164.17
400.0,10.1,100.1,-4490.35,-453.75,-33934.87,34233.68
400.0,10.1,110.1,-4641.52,-563.10,-33519.18,33843.70
400.0,10.1,120.1,-4255.79,-867.13,-32795.32,33081.66
400.0,10.1,130.1,-3364.99,-704.86,-31864.78,32049.71
400.0,10.1,140.1,-2683.77,175.31,-30754.04,30871.42
400.0,10.1,150.1,-2726.08,1430.06,-29534.28,29694.28
400.0,10.1,160.1,-3533.76,2674.25,-28321.57,28666.19
400.0,10.1,170.1,-4956.83,3631.16,-27212.50,27897.59
400.0,15.1,-179.9,-10858.17,3715.13,-25326.22,27805.03
400.0,15.1,-169.9,-12221.08,3864.03,-24536.60,27682.67
400.0,15.1,-159.9,-13317.00,3869.30,-24005.37,27723.13
400.0,15.1,-149.9,-14314.66,3934.05,-23674.13,27943.71
400.0,15.1,-139.9,-15435.24,3988.32,-23489.76,28388.77
400.0,15.1,-129.9,-16691.50,3872.95,-23416.58,29016.24
400.0,15.1,-119.9,-17995.40,3523.02,-23376.32,29710.24
400.0,15.1,-109.9,-19291.04,2860.53,-23243.12,30340.89
400.0,15.1,-99.9,-20402.40,1694.51,-22939.16,30746.29
400.0,15.1,-89.9,-20904.17,-75.97,-22517.97,30725.38
400.0,15.1,-79.9,-20349.76,-2227.91,-22151.27,30162.15
400.0,15.1,-69.9,-18584.19,-4304.80,-22045.18,29152.93
400.0,15.1,-59.9,-15780.83,-5846.55,-22347.41,27975.40
400.0,15.1,-49.9,-12381.98,-6493.69,-23069.36,26975.49
400.0,15.1,-39.9,-9054.38,-6120.70,-24058.42,26424.46
400.0,15.1,-29.9,-6435.13,-4940.61,-25094.32,26373.20
400.0,15.1,-19.9,-4879.50,-3357.18,-26038.75,26703.87
400.0,15.1,-9.9,-4415.28,-1801.60,-26867.44,27287.35
400.0,15.1,0.1,-4730.76,-576.31,-27589.38,27997.96
400.0,15.1,10.1,-5459.03,352.30,-28180.10,28706.15
400.0,15.1,20.1,-6593.67,1096.16,-28612.98,29383.34
400.0,15.1,30.1,-8167.22,1427.30,-28962.30,30125.67
400.0,15.1,40.1,-9733.21,1124.26,-29405.99,30995.35
400.0,15.1,50.1,-10766.93,467.59,-30072.75,31945.52
400.0,15.1,60.1,-11254.88,-88.11,-30938.54,32922.23
400.0,15.1,70.1,-11464.87,-409.43,-31875.05,33876.69
400.0,15.1,80.1,-11519.29,-556.37,-32711.46,34684.92
400.0,15.1,90.1,-11502.88,-551.80,-33241.22,35179.53
400.0,15.1,100.1,-11543.84,-567.87,-33297.63,35246.49
400.0,15.1,110.1,-11437.41,-881.42,-32896.97,34839.66
400.0,15.1,120.1,-10726.99,-1311.63,-32198.69,33963.87
400.0,15.1,130.1,-9481.87,-1249.26,-31293.92,32722.71
400.0,15.1,140.1,-8385.36,-445.28,-30179.26,31325.71
400.0,15.1,150.1,-7974.63,794.81,-28906.42,29996.79
400.0,15.1,160.1,-8357.16,2087.22,-27598.41,28911.44
400.0,15.1,170.1,-9423.98,3135.02,-26371.57,28179.77
400.0,20.1,-179.9,-14729.87,3310.06,-24379.68,28675.67
400.0,20.1,-169.9,-15919.23,3620.56,-23551.57,28656.70
400.0,20.1,-159.9,-16978.84,3764.34,-23029.88,28858.73
400.0,20.1,-149.9,-18027.28,3925.97,-22742.59,29285.17
400.0,20.1,-139.9,-19251.41,4048.53,-22604.36,29966.05
400.0,20.1,-129.9,-20660.28,3969.26,-22558.56,30846.25
400.0,20.1,-119.9,-22132.60,3592.20,-22529.69,31785.89
400.0,20.1,-109.9,-23534.81,2835.20,-22412.46,32622.75
